rnaseq_sample,guardian_dependence,executioner_deficiency,susceptibility_score,executioner_loss_call,executioner_loss_score
BA2978R,0.6895332390381895,0.8217821782178218,0.7527590099961563,False,0.0
BA2829R,0.5565770862800565,0.7609618104667609,0.650794827299654,False,0.0
BA2851R,0.46746817538896746,0.8203677510608204,0.6192703898430413,False,0.0
BA2587R,0.4582743988684583,0.49080622347949077,0.47426145429073385,False,0.0
BA2461R,0.44554455445544555,0.8175388967468176,0.6035312779807335,False,0.0
BA2695R,0.7241867043847242,0.5318246110325318,0.6205967389330507,False,0.0
BA2623R,0.46746817538896746,0.4497878359264498,0.4585427994993376,False,0.0
BA2024R,0.7206506364922206,0.9476661951909476,0.826399568457364,False,0.0
BA2426R,0.8323903818953324,0.35926449787835923,0.5468530996441386,False,0.0
BA2271R,0.47454031117397455,0.5756718528995757,0.5226657633794882,False,0.0
BA3004R,0.1789250353606789,0.9872701555869873,0.42029435815740457,False,0.0
BA2579R,0.5240452616690241,0.4554455445544554,0.4885428124248997,False,0.0
BA3010R,0.036775106082036775,0.652050919377652,0.1548523223300276,False,0.0
BA2662R,0.28854314002828857,0.20509193776520507,0.24326502362086214,False,0.0
BA2674R,0.13578500707213578,0.074964639321075,0.1008913974547497,False,0.0
BA2280R,0.0785007072135785,0.8033946251768034,0.25113153176765135,False,0.0
BA2512R,0.6039603960396039,0.43988684582743987,0.5154359646149586,False,0.0
BA2658R,0.5063649222065064,0.9335219236209336,0.6875338218825182,False,0.0
BA2394R,0.47454031117397455,0.8076379066478077,0.6190773324363832,False,0.0
BA2950R,0.7659123055162659,0.23338048090523333,0.4227871594462421,False,0.0
BA2981R,0.8635077793493635,0.8656294200848657,0.8645679489068281,False,0.0
BA2934R,0.8734087694483734,0.6732673267326732,0.7668360889729826,False,0.0
BA2539R,0.7567185289957568,0.9632248939179632,0.8537506221477645,False,0.0
BA2249R,0.19519094766619519,0.6379066478076378,0.3528648510522671,False,0.0
BA2034R,0.024045261669024046,0.8967468175388967,0.14684179200277875,False,0.0
BA2109R,0.9052333804809052,0.7411598302687412,0.819098662330019,False,0.0
BA2242R,0.8826025459688827,0.014144271570014189,0.11173079297387005,False,0.0
BA2277R,0.16548797736916548,0.8910891089108911,0.3840111121951491,False,0.0
BA2727R,0.2376237623762376,0.7977369165487977,0.4353863198318753,False,0.0
BA2132R,0.7369165487977369,0.23620933521923626,0.41721285706886757,False,0.0
BA2618R,0.12093352192362093,0.5247524752475248,0.2519130107196151,False,0.0
BA2521R,0.18811881188118812,0.4384724186704385,0.2872018635784834,False,0.0
BA2846R,0.25742574257425743,0.5332390381895332,0.3704989276307334,False,0.0
BA2885R,0.5565770862800565,0.2277227722772277,0.35601302935942697,False,0.0
BA2639R,0.5014144271570015,0.46817538896746813,0.4845099529092559,False,0.0
BA2775R,0.8111739745403111,0.6789250353606789,0.7421093715541148,False,0.0
BA2402R,0.7758132956152758,0.8528995756718529,0.8134438091416337,False,0.0
BA2097R,0.632956152758133,0.6407355021216408,0.6368339488111986,False,0.0
BA2786R,0.09971711456859972,0.15134370579915135,0.12284770103836061,False,0.0
BA2399R,0.3741159830268741,0.5007072135785007,0.4328077765204407,False,0.0
BA2850R,0.6895332390381895,0.1527581329561527,0.3245486253347599,False,0.0
BA2174R,0.49434229137199437,0.8062234794908062,0.6313084525090625,False,0.0
BA2004R,0.7496463932107497,0.7425742574257426,0.7461019459633909,False,0.0
BA3001R,0.35714285714285715,0.5091937765205092,0.42644451008999534,False,0.0
BA2311R,0.6626591230551626,0.6987270155586986,0.6804541361363587,False,0.0
BA2483R,0.04526166902404526,0.2956152758132956,0.11567212616837835,False,0.0
BA3040R,0.24964639321074963,0.9957567185289957,0.49858507127283247,True,0.5
BA2837R,0.7659123055162659,0.35219236209335214,0.5193731452781698,False,0.0
BA2724R,0.9731258840169731,0.5841584158415842,0.7539626481608994,False,0.0
